2018-02,Mac=00:06:7A:40:04:D8,tx=2061377839,rx=50059993603
2018-02,Mac=00:06:7A:40:04:DD,tx=105103148,rx=3007599144
2018-02,Mac=00:06:7a:02:03:5d,tx=0,rx=0
2018-02,Mac=00:06:7A:05:04:91,tx=92805654506,rx=99998701024
2018-02,Mac=00:06:7A:40:04:42,tx=353393554,rx=4285387186
2018-02,Mac=00:06:7a:02:03:87,tx=0,rx=0
2018-02,Mac=00:06:7A:40:02:C7,tx=448851302752,rx=25047807782
2018-02,Mac=00:06:7A:40:02:BD,tx=808976929799,rx=26611261126
